stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.00000] opening C:\Users\fufux\Documents\ProjetoIntegrador\game\project\x64\Debug\allegro5.cfg r
display  D   display_settings.c:214  debug_display_settings           [   0.09981] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.09985] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.09989] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.09994] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.09999] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10004] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10009] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10014] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10018] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.10024] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10029] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.10034] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10039] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10045] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10051] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10055] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10060] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10066] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10071] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.10075] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10081] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.10087] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10092] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10097] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10101] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10107] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10112] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10119] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10124] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.10128] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10134] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.10140] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10145] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10150] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10155] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10159] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10163] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10168] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10173] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.10179] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10184] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.10189] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10195] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10201] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10206] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10211] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10215] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10219] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10223] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.10227] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10232] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.10238] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10243] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10247] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10251] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10255] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10260] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10264] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10270] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.10277] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10283] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.10289] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10294] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10298] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10303] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10309] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10314] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10320] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10325] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.10330] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10335] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.10340] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10345] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10351] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10356] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10362] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10367] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10373] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1677 d3d_create_display_internals     [   0.10381] Trying format 0.
d3d      I         d3d_disp.cpp:1353 d3d_display_thread_proc          [   0.10548] Chose a display format: 23
d3d      I         d3d_disp.cpp:1422 d3d_display_thread_proc          [   0.10555] Normal window.
d3d      I         d3d_disp.cpp:786  d3d_create_device                [   0.13201] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:848  d3d_create_device                [   0.19627] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:856  d3d_create_device                [   0.19636] Success
d3d      D         d3d_disp.cpp:1703 d3d_create_display_internals     [   0.19644] Resumed after wait.
d3d      I         d3d_disp.cpp:1736 d3d_create_display_internals     [   0.19653] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1767 d3d_create_display_internals     [   0.19659] Returning d3d_display: 0000022EA9F21590
d3d      D         d3d_disp.cpp:1792 d3d_create_display_locked        [   0.19664] al_display=0000022EA9F21590
d3d      D         d3d_disp.cpp:1793 d3d_create_display_locked        [   0.19669] al_display->vt=0000022EA84D8C30
system   D            wsystem.c:836  maybe_parent_dir                 [   0.19690] Also searching C:\Users\fufux\Documents\ProjetoIntegrador\game\project\x64\
system   D            wsystem.c:891  _al_win_safe_load_library        [   0.19709] PathFindOnPath found: C:\Windows\system32\d3dx9_43.dll
system   D            wsystem.c:797  load_library_at_path             [   0.19714] Calling LoadLibrary C:\Windows\system32\d3dx9_43.dll
system   I            wsystem.c:800  load_library_at_path             [   0.19858] Loaded C:\Windows\system32\d3dx9_43.dll
d3dx9    I        d3d_d3dx9.cpp:88   _imp_load_d3dx9_module_version   [   0.19867] Module "d3dx9_43.dll" loaded.
dtor     D               dtor.c:196  _al_register_destructor          [   0.20031] added dtor for bitmap 0000022EAB9BAA40, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20092] added dtor for bitmap 0000022EAB9B9CB0, func 00007FF80319118B
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.20357] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.20364] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.20370] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.20376] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.20383] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.20389] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.20395] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.20401] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.20407] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.20413] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.20420] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.20426] Found a format
d3d      I         d3d_disp.cpp:2386 d3d_create_bitmap                [   0.20432] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.20500] added dtor for bitmap 0000022EAB9BA090, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20529] added dtor for sub_bitmap 0000022EAB9BA280, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20537] added dtor for sub_bitmap 0000022EAB9BA470, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20543] added dtor for sub_bitmap 0000022EAB9E3180, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20549] added dtor for sub_bitmap 0000022EAB9E42F0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20557] added dtor for sub_bitmap 0000022EAB9E3750, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20564] added dtor for sub_bitmap 0000022EAB9E3560, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20571] added dtor for sub_bitmap 0000022EAB9E4AB0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20578] added dtor for sub_bitmap 0000022EAB9E2F90, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20582] added dtor for sub_bitmap 0000022EAB9E44E0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20588] added dtor for sub_bitmap 0000022EAB9E3370, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20593] added dtor for sub_bitmap 0000022EAB9E3F10, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20600] added dtor for sub_bitmap 0000022EAB9E46D0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20606] added dtor for sub_bitmap 0000022EAB9E3940, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20613] added dtor for sub_bitmap 0000022EAB9E3B30, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20618] added dtor for sub_bitmap 0000022EAB9E48C0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20622] added dtor for sub_bitmap 0000022EAB9E4CA0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20626] added dtor for sub_bitmap 0000022EAB9E3D20, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20631] added dtor for sub_bitmap 0000022EAB9E4100, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20638] added dtor for sub_bitmap 0000022EAB9E7AD0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20644] added dtor for sub_bitmap 0000022EAB9E6D40, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20649] added dtor for sub_bitmap 0000022EAB9E7500, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20655] added dtor for sub_bitmap 0000022EAB9E6B50, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20662] added dtor for sub_bitmap 0000022EAB9E7CC0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20669] added dtor for sub_bitmap 0000022EAB9E5FB0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20676] added dtor for sub_bitmap 0000022EAB9E7120, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20683] added dtor for sub_bitmap 0000022EAB9E61A0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20689] added dtor for sub_bitmap 0000022EAB9E78E0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20696] added dtor for sub_bitmap 0000022EAB9E6F30, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20703] added dtor for sub_bitmap 0000022EAB9E7310, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20710] added dtor for sub_bitmap 0000022EAB9E76F0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20716] added dtor for sub_bitmap 0000022EAB9E6390, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20721] added dtor for sub_bitmap 0000022EAB9E6580, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20727] added dtor for sub_bitmap 0000022EAB9E6770, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20732] added dtor for sub_bitmap 0000022EAB9E6960, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20739] added dtor for sub_bitmap 0000022EAB9E81B0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20745] added dtor for sub_bitmap 0000022EAB9E8D50, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20751] added dtor for sub_bitmap 0000022EAB9E8F40, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20756] added dtor for sub_bitmap 0000022EAB9E8590, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20761] added dtor for sub_bitmap 0000022EAB9E9AE0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20768] added dtor for sub_bitmap 0000022EAB9E8B60, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20775] added dtor for sub_bitmap 0000022EAB9E98F0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20781] added dtor for sub_bitmap 0000022EAB9E8970, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20785] added dtor for sub_bitmap 0000022EAB9E9CD0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20791] added dtor for sub_bitmap 0000022EAB9E7FC0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20797] added dtor for sub_bitmap 0000022EAB9E83A0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20803] added dtor for sub_bitmap 0000022EAB9E9130, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20808] added dtor for sub_bitmap 0000022EAB9E9700, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20813] added dtor for sub_bitmap 0000022EAB9E8780, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20819] added dtor for sub_bitmap 0000022EAB9E9320, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20825] added dtor for sub_bitmap 0000022EAB9E9510, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20833] added dtor for sub_bitmap 0000022EAB9EB900, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20840] added dtor for sub_bitmap 0000022EAB9EB140, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20844] added dtor for sub_bitmap 0000022EAB9EBAF0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20849] added dtor for sub_bitmap 0000022EAB9EBCE0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20854] added dtor for sub_bitmap 0000022EAB9E9FD0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20859] added dtor for sub_bitmap 0000022EAB9EA1C0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20863] added dtor for sub_bitmap 0000022EAB9EA3B0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20869] added dtor for sub_bitmap 0000022EAB9EA5A0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20875] added dtor for sub_bitmap 0000022EAB9EA790, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20881] added dtor for sub_bitmap 0000022EAB9EA980, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20886] added dtor for sub_bitmap 0000022EAB9EB330, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20892] added dtor for sub_bitmap 0000022EAB9EB710, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20897] added dtor for sub_bitmap 0000022EAB9EAF50, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20902] added dtor for sub_bitmap 0000022EAB9EAB70, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20908] added dtor for sub_bitmap 0000022EAB9EB520, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20914] added dtor for sub_bitmap 0000022EAB9EAD60, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20922] added dtor for sub_bitmap 0000022EAFB73B20, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20930] added dtor for sub_bitmap 0000022EAFB73D10, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20936] added dtor for sub_bitmap 0000022EAFB73740, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20943] added dtor for sub_bitmap 0000022EAFB73360, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20962] added dtor for sub_bitmap 0000022EAFB73F00, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20969] added dtor for sub_bitmap 0000022EAFB74E80, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20976] added dtor for sub_bitmap 0000022EAFB73170, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20983] added dtor for sub_bitmap 0000022EAFB73930, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20990] added dtor for sub_bitmap 0000022EAFB748B0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.20996] added dtor for sub_bitmap 0000022EAFB746C0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21002] added dtor for sub_bitmap 0000022EAFB740F0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21008] added dtor for sub_bitmap 0000022EAFB742E0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21015] added dtor for sub_bitmap 0000022EAFB74AA0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21022] added dtor for sub_bitmap 0000022EAFB74C90, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21028] added dtor for sub_bitmap 0000022EAFB73550, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21035] added dtor for sub_bitmap 0000022EAFB744D0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21041] added dtor for sub_bitmap 0000022EAFB76CA0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21047] added dtor for sub_bitmap 0000022EAFB75D20, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21054] added dtor for sub_bitmap 0000022EAFB75560, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21060] added dtor for sub_bitmap 0000022EAFB766D0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21065] added dtor for sub_bitmap 0000022EAFB75F10, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21071] added dtor for sub_bitmap 0000022EAFB768C0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21079] added dtor for sub_bitmap 0000022EAFB75370, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21085] added dtor for sub_bitmap 0000022EAFB75750, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21089] added dtor for sub_bitmap 0000022EAFB75180, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21093] added dtor for sub_bitmap 0000022EAFB76100, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21098] added dtor for sub_bitmap 0000022EAFB75B30, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21104] added dtor for sub_bitmap 0000022EAFB762F0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21110] added dtor for sub_bitmap 0000022EAFB764E0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21116] added dtor for sub_bitmap 0000022EAFB76AB0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21124] added dtor for sub_bitmap 0000022EAFB75940, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21131] added dtor for sub_bitmap 0000022EAFB76E90, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21137] added dtor for sub_bitmap 0000022EAFB79290, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21143] added dtor for sub_bitmap 0000022EAFB79480, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21148] added dtor for sub_bitmap 0000022EAFB78EB0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21154] added dtor for sub_bitmap 0000022EAFB79A50, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21159] added dtor for sub_bitmap 0000022EAFB79E30, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21164] added dtor for sub_bitmap 0000022EAFB7A210, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21170] added dtor for sub_bitmap 0000022EAFB79860, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21182] added dtor for sub_bitmap 0000022EAFB79670, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21187] added dtor for sub_bitmap 0000022EAFB788E0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21194] added dtor for sub_bitmap 0000022EAFB78CC0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21201] added dtor for sub_bitmap 0000022EAFB79C40, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21208] added dtor for sub_bitmap 0000022EAFB78AD0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21214] added dtor for sub_bitmap 0000022EAFB7A020, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21221] added dtor for sub_bitmap 0000022EAFB7A5F0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21229] added dtor for sub_bitmap 0000022EAFB7A400, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21234] added dtor for sub_bitmap 0000022EAFB790A0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21241] added dtor for sub_bitmap 0000022EAFB7ACD0, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21249] added dtor for sub_bitmap 0000022EAFB7C410, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21256] added dtor for sub_bitmap 0000022EAFB7BA60, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21262] added dtor for sub_bitmap 0000022EAFB7BC50, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21267] added dtor for sub_bitmap 0000022EAFB7B490, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21273] added dtor for sub_bitmap 0000022EAFB7B680, func 00007FF80319118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.21288] added dtor for sub_bitmap 0000022EAFB7C220, func 00007FF80319118B
